Country,State,City,Lat,Log
Turkey,Samsun,Samsun,41.2903,36.3336
Italy,Lombardy,Milan,45.4669,9.19
Turkey,Antalya,Antalya,36.8874,30.7075
Dominican Republic,Cibao Norte,Santiago,19.4572,-70.6889
China,Anhui,Chizhou,30.6654,117.4916
Indonesia,Sulawesi Selatan,Makassar,-5.1331,119.4136
Brazil,Rio Grande do Sul,Porto Alegre,-30.0328,-51.23
China,Anhui,Huangshan,29.7149,118.3376
China,Guangdong,Gaozhou,21.9244,110.8422
Colombia,Atlántico,Barranquilla,10.9833,-74.8019
Iraq,Al Başrah,Al Başrah,30.515,47.81
China,Liaoning,Benxi,41.3039,123.7649
Japan,Saitama,Saitama,35.8614,139.6456
Iran,Khūzestān,Ahvāz,31.3047,48.6783
Brazil,São Paulo,Guarulhos,-23.4667,-46.5333
China,Guangdong,Leizhou,20.9143,110.0967
Mexico,Chihuahua,Juárez,31.745,-106.485
Burma,Mandalay,Mandalay,21.9831,96.0844
China,Shanxi,Yangquan,37.8571,113.5804
China,Fujian,Fuqing,25.7167,119.3833
China,Shandong,Xintai,35.909,117.768
China,Anhui,Wusong,30.945,117.811
China,Anhui,Tongling,30.9456,117.8114
Canada,Alberta,Calgary,51.05,-114.0667
India,Uttar Pradesh,Meerut,28.98,77.71
United States,Florida,Jacksonville,30.3322,-81.6749
China,Jilin,Kuaidamao,41.7283,125.9397
China,Guangdong,Huazhou,21.664,110.6396
United States,Wisconsin,Milwaukee,43.0642,-87.9675
China,Ningxia,Wuzhong,37.9978,106.1986
Brazil,Pará,Belém,-1.4558,-48.5039
Angola,Luanda,Cacuaco,-8.8053,13.2444
Argentina,Santa Fe,Rosario,-32.9575,-60.6394
Morocco,Tanger-Tétouan-Al Hoceïma,Tangier,35.7767,-5.8039
Madagascar,Antananarivo,Antananarivo,-18.91,47.525
Philippines,Cagayan,Canagatan,18,121.8
South Africa,Gauteng,Soweto,-26.2678,27.8585
United States,Rhode Island,Providence,41.823,-71.4187
China,Hubei,Xiantao,30.328,113.443
India,Madhya Pradesh,Jabalpur,23.1667,79.9333
China,Jiangsu,Huaiyin,33.5819,119.028
China,Hunan,Yutan,28.278,112.552
Russia,Tatarstan,Kazan,55.7964,49.1089
Indonesia,Kepulauan Riau,Bagam,1.13,104.0531
China,Yunnan,Dayan,26.8552,100.2259
Honduras,Francisco Morazán,Comayagüela,14.098,-87.21
Belgium,Brussels-Capital Region,Brussels,50.8467,4.3525
China,Shandong,Laiwu,36.1833,117.6667
China,Henan,Huazhou,32.688,112.087
United Arab Emirates,Ash Shāriqah,Sharjah,25.3575,55.3908
India,Mahārāshtra,Kalyān,19.24,73.13
China,Jiangsu,Rucheng,32.246,120.591
Venezuela,Lara,Barquisimeto,10.0636,-69.3347
China,Henan,Yongcheng,33.9299,116.45
Indonesia,Jawa Barat,Sumedang,-6.84,107.9208
Vietnam,Cần Thơ,Cần Thơ,10.0333,105.7833
"Korea, South",Gyeonggi,Suwon,37.2667,127.0167
China,Zhejiang,Yiwu,29.3069,120.0753
India,Mahārāshtra,Vasai-Virar,19.47,72.8
Brazil,São Paulo,Campinas,-22.9009,-47.0573
China,Sichuan,Dadukou,26.5824,101.7184
China,Guangxi,Lingcheng,22.708,110.354
China,Heilongjiang,Shuangyashan,46.6762,131.1416
Russia,Nizhegorodskaya Oblast’,Nizhniy Novgorod,56.3269,44.0075
India,Haryāna,Pānīpat,29.3875,76.97
Iran,Qom,Qom,34.64,50.8764
Kenya,Mombasa,Mombasa,-4.05,39.6667
Somalia,Woqooyi Galbeed,Hargeysa,9.56,44.065
Somalia,Bay,Baidoa,3.1167,43.65
India,Uttar Pradesh,Vārānasi,25.3189,83.0128
Japan,Hiroshima,Hiroshima,34.3914,132.4519
Thailand,Chiang Mai,Chiang Mai,18.7953,98.9986
Serbia,Beograd,Belgrade,44.8178,20.4569
Nigeria,Borno,Maiduguri,11.8372,13.1542
India,Kerala,Kalleli,9.2807,76.8697
Indonesia,Kepulauan Riau,Batam Centre,1.1272,104.0556
China,Shandong,Pingdu,36.7769,119.9884
China,Yunnan,Rongcheng,26.218,104.103
Congo (Kinshasa),Équateur,Mbandaka,0.0478,18.2558
China,Jiangxi,Xinyu,27.8186,114.9167
Qatar,Ad Dawḩah,Doha,25.2867,51.5333
Kazakhstan,Shymkent,Shymkent,42.3167,69.5958
Libya,Ţarābulus,Tripoli,32.8872,13.1914
India,Jammu and Kashmīr,Srīnagar,34.09,74.79
United States,Tennessee,Nashville,36.1715,-86.7842
Russia,Chelyabinskaya Oblast’,Chelyabinsk,55.1547,61.3758
India,Mahārāshtra,Aurangābād,19.88,75.32
Indonesia,Jawa Tengah,Cilacap,-7.7167,109.017
China,Henan,Xinhualu,34.3964,113.7402
United States,Utah,Salt Lake City,40.7776,-111.9311
China,Hunan,Guankou,28.1637,113.6433
Indonesia,Lampung,Bandar Lampung,-5.45,105.2667
India,Jhārkhand,Dhanbād,23.7998,86.4305
Burma,Nay Pyi Taw,Nay Pyi Taw,19.7475,96.115
Nigeria,Abia,Aba,5.1167,7.3667
China,Hubei,Jingling,30.664,113.167
China,Zhejiang,Zhuji,29.7167,120.2333
Honduras,Francisco Morazán,Tegucigalpa,14.1057,-87.204
Rwanda,Kigali,Kigali,-1.9536,30.0606
Russia,Samarskaya Oblast’,Samara,53.2028,50.1408
China,Jiangxi,Yingtan,28.2721,117.0395
Canada,Alberta,Edmonton,53.5344,-113.4903
United States,North Carolina,Raleigh,35.8324,-78.6429
Kyrgyzstan,Bishkek,Bishkek,42.8667,74.5667
Burundi,Bujumbura Mairie,Bujumbura,-3.3833,29.3667
China,Ningxia,Guyuan,36.01,106.257
China,Hunan,Leiyang,26.4223,112.8598
Russia,Krasnodarskiy Kray,Krasnodar,45.0333,38.9667
Russia,Rostovskaya Oblast’,Rostov,47.2225,39.71
Mozambique,Maputo,Maputo,-25.9153,32.5764
Congo (Kinshasa),Sud-Kivu,Bukavu,-2.5061,28.8608
India,Punjab,Amritsar,31.64,74.86
Nigeria,Ogun,Shagamu,6.8333,3.65
India,Uttar Pradesh,Alīgarh,27.88,78.08
China,Gansu,Zhangye,38.9248,100.4499
Russia,Bashkortostan,Ufa,54.7261,55.9475
Dominican Republic,Ozama,Santo Domingo,18.4764,-69.8933
"Korea, South",Ulsan,Ulsan,35.55,129.3167
China,Hubei,Rongcheng,29.8402,112.9048
Georgia,Tbilisi,Tbilisi,41.7225,44.7925
India,Assam,Guwāhāti,26.1722,91.7458
Morocco,Fès-Meknès,Fès,34.0433,-5.0033
China,Henan,Yingchuan,34.142,113.489
Vietnam,Ninh Bình,Ninh Bình,20.25,105.8333
Armenia,Yerevan,Yerevan,40.1814,44.5144
Tanzania,Mwanza,Mwanza,-2.5167,32.9
Russia,Omskaya Oblast’,Omsk,54.9833,73.3667
Mexico,Baja California,Mexicali,32.6633,-115.4678
Spain,Andalusia,Sevilla,37.39,-5.99
Nigeria,Ondo,Ikare,7.5167,5.75
China,Hebei,Dingzhou,38.516,114.99
Ghana,Northern,Tamale,9.4075,-0.8533
China,Zhejiang,Yuyao,30.05,121.15
Brazil,Goiás,Goiânia,-16.6806,-49.2564
Russia,Krasnoyarskiy Kray,Krasnoyarsk,56.0089,92.8719
Germany,North Rhine-Westphalia,Cologne,50.9364,6.9528
Tanzania,Dar es Salaam,Ubungo,-6.7889,39.2056
China,Jiangsu,Yicheng,31.36,119.815
United States,Virginia,Richmond,37.5295,-77.4756
Congo (Kinshasa),Tshopo,Kisangani,0.5167,25.2
China,Hubei,Ezhou,30.3914,114.8949
Kazakhstan,Nur-Sultan,Astana,51.1472,71.4222
China,Shandong,Zhufeng,36,119.4167
Mexico,México,Nezahualcóyotl,19.4081,-99.0186
Mauritania,Nouakchott Ouest,Nouakchott,18.0858,-15.9785
India,West Bengal,Hāora,22.58,88.3294
"Korea, South",Gyeonggi,Tongjin,37.2333,127.2
India,Jhārkhand,Rānchi,23.36,85.33
Mexico,México,Ciudad Nezahualcóyotl,19.4006,-99.0148
India,Madhya Pradesh,Gwalior,26.2125,78.1775
Canada,Ontario,Ottawa,45.4247,-75.695
China,Liaoning,Haicheng,40.8824,122.6852
China,Jiangxi,Jianguang,28.1958,115.7833
"Korea, South",Gyeonggi,Goyang,37.65,126.8
Japan,Miyagi,Sendai,38.2682,140.8694
China,Gansu,Xibeijie,39.7334,98.4943
India,,Chandīgarh,30.75,76.78
Russia,Voronezhskaya Oblast’,Voronezh,51.6717,39.2106
Nicaragua,Managua,Managua,12.1364,-86.2514
China,Ningxia,Zhongwei,37.5002,105.1968
China,Sichuan,Jiancheng,30.38,104.53
Turkey,Mersin,Mersin,36.8,34.6333
China,Shandong,Shouguang,36.857,118.791
China,Hunan,Liangshi,27.26,111.7442
Brazil,Maranhão,São Luís,-2.53,-44.3028
India,Rājasthān,Jodhpur,26.28,73.02
United States,Tennessee,Memphis,35.1087,-89.9663
Mozambique,Maputo,Matola,-25.9667,32.4667
Nigeria,Oyo,Ogbomoso,8.1333,4.25
China,Hainan,Sanya,18.2533,109.5036
Bangladesh,Rangpur,Rangapukur,25.5206,89.2147
Turkmenistan,Aşgabat,Ashgabat,37.9375,58.38
Nigeria,Enugu,Enugu,6.5,7.5
China,Zhejiang,Linhai,28.85,121.1167
Russia,Permskiy Kray,Perm,58,56.3167
Egypt,Al Qalyūbīyah,Shubrā al Khaymah,30.1286,31.2422
Liberia,Montserrado,Monrovia,6.3133,-10.8014
Pakistan,Islamabad,Islamabad,33.6931,73.0639
China,Guangdong,Xinyi,22.3549,110.9468
Vietnam,Hồ Chí Minh,Thủ Đức,10.8266,106.7609
Afghanistan,Jowzjān,Āqchah,36.9114,66.1858
Ukraine,Odeska Oblast,Odesa,46.492,30.7081
India,Chhattīsgarh,Raipur,21.2444,81.6306
Uzbekistan,Namangan,Namangan,41.0011,71.6683
"Korea, South",Gyeongnam,Changwon,35.2708,128.6631
Peru,Arequipa,Arequipa,-16.3989,-71.5369
Congo (Kinshasa),Kasaï,Tshikapa,-6.4167,20.8
Russia,Volgogradskaya Oblast’,Volgograd,48.7086,44.5147
Mexico,Michoacán,Morelia,19.7683,-101.1894
India,Rājasthān,Kota,25.18,75.83
Pakistan,Balochistan,Quetta,30.1833,67
United States,Oklahoma,Oklahoma City,35.4676,-97.5136
Ghana,Bono,Domaa-Ahenkro,7.2739,-2.8735
India,Uttar Pradesh,Bareilly,28.3667,79.4306
China,Jilin,Liaoyuan,42.888,125.1447
Sweden,Stockholm,Stockholm,59.3275,18.0547
France,Nouvelle-Aquitaine,Bordeaux,44.84,-0.58
China,Jiangsu,Taixing,32.159,120.029
Malawi,Lilongwe,Lilongwe,-13.9669,33.7873
Haiti,Ouest,Port-au-Prince,18.5425,-72.3386
Turkey,İstanbul,Esenyurt,41.0342,28.68
Indonesia,Riau,Pekanbaru,0.5092,101.4453
Indonesia,Jawa Barat,Bogor,-6.5966,106.7972
Venezuela,Bolívar,Ciudad Guayana,8.3667,-62.65
Japan,Chiba,Chiba,35.6073,140.1064
Iraq,Karkūk,Kirkuk,35.4667,44.4
China,Henan,Shuizhai,33.4658,114.8753
China,Guizhou,Qianxi,27.0087,106.0323
United States,Connecticut,Hartford,41.7661,-72.6834
Ukraine,Dnipropetrovska Oblast,Dnipro,48.4675,35.04
China,Jilin,Baishan,41.944,126.4147
Bangladesh,Dhaka,Nārāyanganj,23.6167,90.5
South Africa,Eastern Cape,Gqeberha,-33.9581,25.6
China,Jiangsu,Huilong,31.87,121.703
Spain,Andalusia,Málaga,36.7194,-4.42
Morocco,Marrakech-Safi,Marrakech,31.63,-8.0089
United States,Kentucky,Louisville,38.1663,-85.6485
Philippines,Cebu,Cebu City,10.32,123.75
Eritrea,Ma’ĭkel,Asmara,15.3358,38.9411
India,Tamil Nādu,Coimbatore,11.0008,76.9633
Brazil,Alagoas,Maceió,-9.6658,-35.735
China,Hainan,Nada,19.5209,109.5808
China,Guangxi,Fangchenggang,21.6867,108.3547
India,Mahārāshtra,Solāpur,17.68,75.92
Sierra Leone,Western Area,Freetown,8.4833,-13.2331
China,Henan,Kaiyuan,36.0193,113.86
United States,New York,Buffalo,42.9018,-78.8487
Dominican Republic,Ozama,Santo Domingo Este,18.4855,-69.8734
Laos,Viangchan,Vientiane,17.98,102.63
Iran,Kermānshāh,Kermānshāh,34.3369,47.0911
Congo (Kinshasa),Kinshasa,Kibanseke Première,-4.4419,15.395
Malaysia,Pulau Pinang,Seberang Jaya,5.3909,100.4104
Morocco,Rabat-Salé-Kénitra,Sale,34.0333,-6.8
India,Karnātaka,Hubli,15.3502,75.1376
Bolivia,La Paz,El Alto,-16.5047,-68.1633
Turkey,Ankara,Çankaya,39.9244,32.8856
"Korea, South",Gyeonggi,Hwasu-dong,37.1997,126.8314
China,Guangdong,Yingcheng,24.21,113.401
United States,Texas,Fort Worth,32.7817,-97.3474
Japan,Tōkyō,Setagaya,35.6466,139.6532
Turkey,Ankara,Keçiören,40,32.8667
China,Guangdong,Luocheng,22.7689,111.5697
Israel,Jerusalem,Jerusalem,31.7789,35.2256
Sudan,Khartoum,Khartoum North,15.6333,32.6333
China,Henan,Meishan,34.167,112.844
Nigeria,Lagos,Mushin,6.5333,3.35
Peru,La Libertad,Trujillo,-8.112,-79.0288
Japan,Fukuoka,Kitakyūshū,33.8833,130.8833
Mexico,Aguascalientes,Aguascalientes,21.876,-102.296
Bangladesh,Khulna,Khulna,22.8167,89.55
Mexico,Chihuahua,Chihuahua,28.6369,-106.0769
United States,Connecticut,Bridgeport,41.1918,-73.1954
China,Jiangsu,Xin’an,34.286,118.355
India,Karnātaka,Mysore,12.3086,76.6531
China,Xinjiang,Kashgar,39.4681,75.9938
"Korea, South",Gyeonggi,Sŏngnam,37.4333,127.15
United States,Louisiana,New Orleans,30.0687,-89.9288
India,Tamil Nādu,Trichinopoly,10.7903,78.7047
Colombia,Bolívar,Cartagena,10.4,-75.5
China,Shandong,Qingzhou,36.6853,118.4796
Italy,Campania,Naples,40.8358,14.2486
Argentina,Santiago del Estero,Santiago del Estero,-27.7833,-64.2667
Mexico,México,Naucalpan de Juárez,19.4753,-99.2378
Philippines,Masbate,Masbate,12.27,123.58
Nigeria,Imo,Owerri,5.485,7.035
China,Guangdong,Taishan,22.252,112.794
China,Shandong,Jiaozhou,36.2647,120.0334
China,Guangdong,Wuchuan,21.441,110.779
China,Liaoning,Wafangdian,39.6271,121.9796
Argentina,Buenos Aires,La Plata,-34.9211,-57.9544
Burkina Faso,Hauts-Bassins,Bobo-Dioulasso,11.1833,-4.2833
Saudi Arabia,Ash Sharqīyah,Ad Dammām,26.4333,50.1
China,Hubei,Hanchuan,30.6667,113.8333
China,Zhejiang,Quzhou,28.9702,118.8593
Ukraine,Donetska Oblast,Donetsk,48.0028,37.8053
Egypt,Al Minūfīyah,Ashmūn,30.2974,30.9764
Congo (Kinshasa),Ituri,Bunia,1.5667,30.25
China,Heilongjiang,Wuchang,44.924,127.158
Brazil,Rio de Janeiro,São Gonçalo,-22.8269,-43.0539
China,Guangxi,Hengzhou,22.6799,109.2614
China,Shandong,Feicheng,36.1861,116.7719
Colombia,Santander,Bucaramanga,7.1333,-73
Angola,Luanda,Cazenga,-8.8214,13.2911
Mexico,Yucatán,Mérida,20.9667,-89.6167
China,Heilongjiang,Hegang,47.3501,130.298
Turkey,Bursa,Osmangazi,40.1983,29.06
India,Uttar Pradesh,Morādābād,28.8319,78.7764
Central African Republic,Bangui,Bangui,4.3733,18.5628
Nigeria,Ogun,Abeokuta,7.1608,3.3483
Mexico,Quintana Roo,Cancún,21.1606,-86.8475
China,Hubei,Zaoyang,32.129,112.772
China,Jiangsu,Dongtai,32.795,120.519
Philippines,Rizal,Antipolo,14.5842,121.1763
Philippines,Taguig,Taguig City,14.52,121.05
Saudi Arabia,Tabūk,Tabūk,28.3972,36.5789
China,Hunan,Xishan,27.6461,113.497
China,Zhejiang,Zhoushan,29.9856,122.2074
Panama,Panamá,Panama City,8.9711,-79.5347
United States,Arizona,Tucson,32.1541,-110.8787
China,Heilongjiang,Yichun,47.728,128.841
Iraq,As Sulaymānīyah,As Sulaymānīyah,35.55,45.4333
Malaysia,Selangor,Klang,3.0223,101.5481
India,Tamil Nādu,Tiruppūr,11.1085,77.3411
France,Provence-Alpes-Côte d’Azur,Marseille,43.2964,5.37
India,Haryāna,Gurgaon,28.456,77.029
China,Guangdong,Yangchun,22.1704,111.7916
Iraq,Al Anbār,Ar Ramādī,33.4258,43.2992
China,Jiangsu,Hai’an,32.535,120.563
India,Punjab,Jalandhar,31.326,75.5762
China,Hubei,Daye,30.0961,114.9804
China,Hubei,Zhongxiang,31.168,112.588
China,Shandong,Gaomi,36.3833,119.75
Brazil,Piauí,Teresina,-5.0903,-42.8167
China,Tibet,Lhasa,29.6534,91.1719
Malaysia,Perak,Ipoh,4.6,101.065
Mexico,Coahuila,Saltillo,25.4231,-100.9919
Yemen,‘Adan,Aden,12.8,45.0333
United States,Texas,El Paso,31.8476,-106.43
China,Jilin,Gongzhuling,43.5053,124.8224
China,Hunan,Lianyuan,27.692,111.664
Nigeria,Lagos,Ikeja,6.6,3.35
Russia,Tyumenskaya Oblast’,Tyumen,57.15,65.5333
Bolivia,Cochabamba,Cochabamba,-17.3883,-66.1597
United Kingdom,Portsmouth,Portsmouth,50.8058,-1.0872
United Kingdom,Southampton,Southampton,50.9025,-1.4042
Mexico,Sonora,Hermosillo,29.0989,-110.9542
"Korea, South",Chungbuk,Cheongju,36.6333,127.4833
China,Xinjiang,Shache,38.4261,77.25
Vietnam,Thanh Hóa,Thanh Hóa,19.8075,105.7764
China,Hubei,Macheng,31.173,115.008
Nigeria,Ondo,Akure,7.25,5.195
Nigeria,Kwara,Ilorin,8.5,4.55
Iraq,Arbīl,Erbil,36.1911,44.0094
Nepal,,Kathmandu,27.71,85.32
Italy,Piedmont,Turin,45.0792,7.6761
China,Shandong,Anqiu,36.478,119.219
China,Shanxi,Yuci,37.6823,112.7281
China,Jilin,Dehui,44.535,125.703
South Africa,KwaZulu-Natal,Pietermaritzburg,-29.6167,30.3833
South Africa,KwaZulu-Natal,Durban,-29.8833,31.05
Russia,Saratovskaya Oblast’,Saratov,51.53,46.035
India,Odisha,Bhubaneshwar,20.27,85.84
China,Jilin,Yushu,44.826,126.55
Brazil,Paraíba,João Pessoa,-7.12,-34.88
Indonesia,Kalimantan Timur,Samarinda,-0.5,117.1378
United States,Nebraska,Omaha,41.2627,-96.0529
China,Henan,Qingping,34.539,113.391
China,Hunan,Rongjiawan,29.15,113.1024
China,Shandong,Weichanglu,37.1792,119.9333
Japan,Ōsaka,Sakai,34.5733,135.4831
Turkey,Eskişehir,Eskişehir,39.7767,30.5206
China,Hebei,Renqiu,38.686,116.084
China,Zhejiang,Wutong,30.6333,120.5333
Venezuela,Anzoátegui,Barcelona,10.1403,-64.6833
China,Hebei,Wu’an,36.697,114.204
Brazil,São Paulo,São Bernardo do Campo,-23.6939,-46.565
United States,Texas,McAllen,26.2252,-98.2467
India,Delhi,Narela,28.85,77.1
India,Mahārāshtra,Bhayandar,19.29,72.85
Mexico,Sinaloa,Culiacán,24.8069,-107.3939
Chad,N’Djamena,N’Djamena,12.1053,15.0447
China,Zhejiang,Xiashi,30.5333,120.6833
Colombia,Norte de Santander,Cúcuta,7.8942,-72.5039
China,Jiangsu,Danyang,32,119.586
China,Zhejiang,Dongyang,29.2667,120.2167
Poland,Małopolskie,Kraków,50.0614,19.9372
Algeria,Oran,Oran,35.6969,-0.6331
Philippines,Pasig,Pasig City,14.5605,121.0765
Greece,Kentrikí Makedonía,Thessaloníki,40.6403,22.9356
Malawi,Blantyre,Blantyre,-15.7861,35.0058
Colombia,Huila,Palermo,2.8917,-75.4375
China,Tibet,Qamdo,31.143,97.17
India,Andhra Pradesh,Karīmnagar,18.4386,79.1288
Gabon,Estuaire,Libreville,0.3901,9.4544
China,Hebei,Hejian,38.4466,116.0995
Turkey,Adana,Seyhan,36.9831,35.3328
China,Shandong,Laiyang,36.9758,120.7136
Mexico,Querétaro,Querétaro,20.5875,-100.3928
China,Hunan,Wuxi,26.58,111.841
China,Hunan,Yiyang,26.4221,112.3999
Japan,Niigata,Niigata,37.9161,139.0364
Vietnam,Nghệ An,Vinh,18.6667,105.6667
China,Henan,Puxi,35.2125,114.735
United States,New York,Hempstead,40.6629,-73.6089
Japan,Shizuoka,Hamamatsu,34.7108,137.7275
China,Henan,Zijinglu,34.7667,112.9667
Pakistan,Khyber Pakhtunkhwa,Kumila,35.25,73.5
China,Guizhou,Xingyi,25.092,104.8955
China,Guangdong,Xingcheng,24.1347,115.73
United States,Alabama,Birmingham,33.5279,-86.7971
China,Xinjiang,Ailan Mubage,43.908,81.2777
Angola,Huíla,Lubango,-14.9167,13.5
Germany,Hesse,Frankfurt,50.1106,8.6822
Syria,Ḩimş,Homs,34.7319,36.7181
Spain,Basque Country,Bilbao,43.2569,-2.9236
Mexico,San Luis Potosí,San Luis Potosí,22.1511,-100.9761
"Korea, South",Gyeonggi,Bucheon,37.5,126.7833
China,Zhejiang,Fuyang,30.0553,119.95
China,Xinjiang,Korla,41.7259,86.1746
Tajikistan,Sughd,Khŭjand,40.2833,69.6333
"Korea, North",Hamnam,Hamhŭng,39.9167,127.5333
Turkey,Erzurum,Erzurum,39.9086,41.2769
United States,New Mexico,Albuquerque,35.1054,-106.6465
Croatia,"Zagreb, Grad",Zagreb,45.8131,15.9772
United Arab Emirates,Abū Z̧aby,Al ‘Ayn,24.2075,55.7447
Tanzania,Dodoma,Dodoma,-6.1731,35.7419
Senegal,Dakar,Pikine,14.744,-17.4021
India,Punjab,Patiāla,30.34,76.38
Pakistan,Punjab,Bahawalpur,29.3956,71.6836
China,Shandong,Qingnian,36.8494,115.7061
China,Hebei,Sanhe,40.0167,117.0833
Nigeria,Kaduna,Kaduna,10.5167,7.4333
Canada,Manitoba,Winnipeg,49.8844,-97.1464
Somalia,Gedo,Baardheere,2.3447,42.2764
India,Uttar Pradesh,Shīshgarh,28.72,79.32
China,Jiangxi,Leping,28.978,117.152
Sri Lanka,Western,Colombo,6.9167,79.8333
Japan,Tōkyō,Nerima,35.7356,139.6517
Brazil,Rio Grande do Norte,Natal,-5.795,-35.2089
China,Hubei,Lichuan,30.291,108.9364
Turkey,İstanbul,Pendik,40.8747,29.235
Poland,Pomorskie,Gdańsk,54.3475,18.6453
China,Jiangsu,Licheng,31.4306,119.4788
Brazil,São Paulo,Santo André,-23.6533,-46.528
Uzbekistan,Andijon,Andijon,40.7833,72.3333
Somalia,Mudug,Gaalkacyo,6.7697,47.4308
Japan,Tōkyō,Ōta-ku,35.5614,139.7161
India,Kerala,Thiruvananthapuram,8.5241,76.9366
Mozambique,Nampula,Nampula,-15.1167,39.2667
China,Liaoning,Zhuanghe,39.681,122.967
Burma,Mandalay,Kyaukse,21.6131,96.1303
United States,Oklahoma,Tulsa,36.1283,-95.9042
China,Henan,Chengguan,35.4623,113.8054
Turkey,İstanbul,Bağcılar,41.0344,28.8564
Côte d’Ivoire,Vallée du Bandama,Bouaké,7.6833,-5.0331
Angola,Cabinda,Cabinda,-5.56,12.19
Japan,Kumamoto,Kumamoto,32.8031,130.7078
Iran,Kermān,Kermān,30.2625,57.0575
China,Henan,Lingbao Chengguanzhen,34.5176,110.8942
Iran,Āz̄arbāyjān-e Gharbī,Orūmīyeh,37.5439,45.0647
Canada,Quebec,Quebec City,46.8139,-71.2081
China,Sichuan,Taihe,30.871,105.388
"Korea, South",Gyeonggi,Yanggok,37.6333,127.2167
China,Sichuan,Zhongba,31.771,104.755
Nigeria,Osun,Osogbo,7.7667,4.5667
China,Ningxia,Sizhan,38.9846,106.3828
China,Henan,Suohe,34.7833,113.35
China,Hunan,Xiangxiang,27.7186,112.5502
Canada,Ontario,Hamilton,43.2567,-79.8692
China,Henan,Songyang,34.4553,113.0253
Philippines,Cagayan de Oro,Cagayan de Oro,8.48,124.65
China,Hebei,Qian’an,39.999,118.701
China,Henan,Shuangqiao,35.067,112.602
China,Anhui,Chaohucun,31.6244,117.8902
Bahrain,Al ‘Āşimah,Manama,26.2233,50.5875
China,Shandong,Zouping,36.863,117.743
United States,South Carolina,Charleston,32.8168,-79.9687
Congo (Kinshasa),Sud-Kivu,Uvira,-3.4,29.15
India,West Bengal,Durgāpur,23.55,87.32
Iraq,An Najaf,An Najaf,32.029,44.3396
United States,California,Fresno,36.783,-119.7939
China,Guangxi,Cencheng,22.9167,111
Turkey,İstanbul,Umraniye,41.0311,29.1081
Brazil,São Paulo,Sorocaba,-23.5019,-47.4578
China,Zhejiang,Guli,28.9,120.0333
Japan,Kanagawa,Sagamihara,35.5667,139.3667
China,Shandong,Laixi,36.8667,120.5333
Japan,Okayama,Okayama,34.65,133.9167
Chile,Biobío,Concepción,-36.8282,-73.0514
Honduras,Cortés,San Pedro Sula,15.5062,-88.0249
Canada,Ontario,Mississauga,43.6,-79.65
China,Guangdong,Changsha,22.3773,112.6982
Ukraine,Lvivska Oblast,Lviv,49.8425,24.0322
China,Xinjiang,Shihezi,44.3054,86.0804
Philippines,Valenzuela,Valenzuela,14.7,120.98
Angola,Huambo,Huambo,-12.7767,15.7347
China,Sichuan,Xichang,27.8944,102.2644
China,Hubei,Guangshui,31.617,113.826
Ukraine,Zaporizka Oblast,Zaporizhzhia,47.85,35.1175
India,Mahārāshtra,Bhiwandi,19.2967,73.0631
China,Jiangsu,Gaoyou,32.845,119.508
China,Jiangsu,Chengxiang,31.564,121.174
India,Rājasthān,Bhīlwāra,25.35,74.63
Norway,Oslo,Oslo,59.9133,10.7389
Malaysia,Pulau Pinang,George Town,5.4136,100.3294
United Kingdom,"Bristol, City of",Bristol,51.4536,-2.5975
China,Hebei,Zunhua,40.189,117.966
India,Uttar Pradesh,Sahāranpur,29.9639,77.5458
Turkey,Ankara,Yenimahalle,39.9719,32.8119
India,Andhra Pradesh,Warangal,17.9689,79.5941
"Korea, North",Namp’o,Nampo,38.7356,125.4089
Philippines,Cavite,Dasmariñas,14.33,120.94
India,West Bengal,Shiliguri,26.71,88.43
Somalia,Bari,Boosaaso,11.28,49.18
Pakistan,Khyber Pakhtunkhwa,Parachinar,33.9,70.1
Syria,Al Lādhiqīyah,Latakia,35.54,35.78
China,Shaanxi,Tongchuan,34.897,108.945
China,Hubei,Xindi,29.827,113.476
Japan,Chiba,Edogawa,35.7,139.8833
Philippines,General Santos,General Santos,6.12,125.17
Syria,Ḩamāh,Ḩamāh,35.1503,36.73
United States,New York,Rochester,43.168,-77.6162
Nigeria,Bauchi,Bauchi,10.5,10
India,Tamil Nādu,Salem,11.65,78.15
Egypt,Al Fayyūm,Sinnūris,29.4072,30.8667
Côte d’Ivoire,Abidjan,Cocody,5.3351,-4.0039
Nigeria,Kogi,Lokoja,7.8019,6.7442
Mexico,Nuevo León,Guadalupe,25.6775,-100.2597
Turkey,Konya,Selçuklu,37.8814,32.4922
Iraq,Karbalā’,Karbalā’,32.6167,44.0333
Iran,Khūzestān,Borvāyeh-ye Al Bū ‘Azīz,31.6283,48.6147
Philippines,Parañaque,City of Parañaque,14.5008,120.9915
China,Heilongjiang,Taihecun,45.771,131.003
Turkey,Ankara,Mamak,39.9422,32.9231
China,Henan,Jianshe,34.2137,113.7629
Spain,Aragon,Zaragoza,41.65,-0.8833
China,Fujian,Shishi,24.7167,118.7
Japan,Shizuoka,Shizuoka,34.9756,138.3828
Nigeria,Lagos,Agege,6.6219,3.3258
Argentina,Buenos Aires,Mar del Plata,-38,-57.55
Japan,Tōkyō,Adachi,35.7833,139.8
Indonesia,Kalimantan Barat,Pontianak,-0.0206,109.3414
Iran,Gīlān,Rasht,37.2744,49.5889
China,Tibet,Xigazê,29.25,88.8833
